1, 3, 1078, 196, 51, 11, 318, 17, 0
2, 3, 1276, 358, 227, 10, 126, 0, 0
3, 3, 1602, 316, 223, 10, 126, 1, 0
4, 3, 1061, 221, 64, 11, 329, 0, 0
5, 3, 1590, 314, 222, 10, 124, 0, 0
6, 3, 1479, 164, 45, 11, 132, 2, 0
7, 3, 1241, 155, 48, 12, 263, 4, 0
8, 3, 1112, 343, 220, 11, 323, 0, 0
9, 3, 1397, 317, 219, 11, 161, 0, 0
10, 3, 1086, 192, 46, 12, 369, 13, 0
11, 3, 1254, 333, 202, 11, 159, 0, 0
12, 3, 1081, 205, 43, 12, 361, 3, 0
13, 3, 1208, 150, 48, 10, 317, 0, 0
14, 3, 1092, 352, 201, 12, 300, 4, 0
15, 3, 1320, 317, 218, 10, 298, 0, 0
16, 3, 1088, 204, 48, 10, 340, 8, 0
17, 4, 1083, 359, 201, 10, 290, 9, 0
18, 3, 1094, 193, 59, 11, 268, 0, 0
19, 3, 1180, 169, 64, 10, 498, 0, 0
20, 3, 1095, 349, 218, 10, 328, 0, 0
21, 4, 1241, 334, 201, 11, 256, 0, 0
22, 3, 1091, 190, 46, 11, 312, 3, 0
23, 3, 1082, 356, 215, 10, 279, 0, 0
24, 3, 1086, 195, 58, 11, 261, 0, 0
25, 3, 1118, 193, 56, 10, 245, 0, 0
26, 3, 1094, 351, 219, 10, 264, 0, 0
27, 2, 1093, 355, 221, 10, 237, 1, 0
28, 3, 1098, 183, 44, 11, 254, 1, 0
29, 3, 1106, 329, 200, 11, 246, 0, 0
30, 3, 1082, 203, 56, 10, 234, 0, 0
31, 2, 1094, 190, 46, 10, 226, 7, 0
32, 3, 1092, 349, 222, 10, 275, 8, 0
33, 3, 1103, 338, 233, 10, 249, 0, 0
34, 3, 1087, 179, 77, 10, 294, 1, 0
35, 3, 1073, 293, 194, 10, 248, 6, 0
36, 2, 1086, 198, 89, 12, 201, 0, 1
37, 3, 1144, 198, 61, 10, 165, 9, 0
38, 3, 1129, 270, 145, 11, 180, 26, 0
39, 3, 1133, 341, 232, 11, 159, 9, 0
40, 3, 1134, 199, 89, 10, 153, 0, 0
41, 3, 1137, 273, 148, 10, 159, 26, 0
42, 3, 1068, 195, 79, 10, 328, 10, 0
43, 3, 1092, 183, 78, 11, 230, 5, 0
44, 3, 1136, 319, 226, 10, 156, 3, 0
45, 3, 1161, 183, 72, 9, 149, 5, 0
46, 3, 1156, 190, 59, 11, 160, 8, 0
47, 3, 1144, 335, 245, 11, 157, 0, 0
48, 3, 1149, 196, 60, 10, 163, 6, 0
49, 3, 1151, 192, 67, 9, 152, 4, 0
50, 3, 1053, 334, 185, 10, 218, 30, 0
51, 3, 1144, 357, 218, 11, 149, 13, 0
52, 3, 1157, 187, 49, 10, 153, 21, 0
53, 3, 1158, 293, 182, 11, 150, 25, 0
54, 3, 1204, 150, 64, 10, 150, 2, 0
55, 3, 1159, 189, 72, 11, 150, 2, 0
56, 3, 1145, 203, 57, 10, 131, 4, 0
57, 3, 1149, 196, 64, 10, 129, 0, 0
58, 1, 1161, 186, 65, 10, 135, 0, 0
59, 3, 1160, 335, 207, 10, 117, 5, 0
60, 3, 1181, 174, 55, 10, 129, 2, 0
61, 3, 1168, 184, 58, 10, 119, 0, 0
62, 3, 1162, 192, 62, 9, 134, 0, 0
63, 3, 1089, 197, 56, 9, 217, 0, 0
64, 3, 1090, 185, 54, 10, 203, 0, 0
65, 4, 1101, 328, 190, 11, 190, 0, 0
66, 3, 1157, 186, 50, 9, 123, 3, 0
67, 3, 1164, 185, 42, 12, 121, 0, 0
68, 2, 1170, 178, 41, 10, 121, 1, 0
69, 3, 1154, 187, 68, 11, 135, 0, 0
70, 3, 1168, 179, 43, 9, 119, 3, 0
71, 2, 1164, 333, 192, 12, 120, 4, 0
72, 3, 1170, 178, 56, 10, 119, 1, 0
73, 4, 1140, 206, 42, 12, 124, 1, 0
74, 3, 1151, 192, 67, 10, 133, 0, 0
75, 3, 1153, 196, 59, 10, 135, 0, 0
76, 3, 1162, 186, 55, 9, 121, 0, 0
77, 3, 1169, 335, 208, 10, 122, 0, 0
78, 3, 1161, 189, 57, 10, 118, 0, 0
79, 3, 1172, 181, 54, 11, 118, 0, 0
80, 3, 1146, 200, 58, 9, 121, 0, 0
81, 3, 1143, 198, 56, 11, 120, 10, 0
82, 2, 1154, 194, 41, 11, 120, 2, 0
83, 3, 1157, 350, 199, 12, 119, 1, 0
84, 1, 1154, 200, 57, 11, 118, 1, 0
85, 3, 1163, 189, 51, 11, 121, 0, 0
86, 3, 1154, 194, 56, 11, 118, 3, 0
87, 3, 1151, 196, 50, 11, 123, 2, 0
88, 3, 1147, 203, 57, 9, 119, 1, 0
89, 3, 1147, 359, 223, 11, 121, 0, 0
90, 3, 1141, 206, 63, 10, 123, 0, 0
91, 3, 1181, 168, 51, 10, 127, 0, 0
92, 3, 1143, 207, 58, 9, 119, 0, 0
93, 3, 1131, 212, 61, 10, 128, 0, 0
94, 3, 1101, 192, 57, 9, 204, 0, 5
95, 3, 1104, 351, 203, 11, 203, 0, 0
96, 3, 1083, 215, 55, 10, 328, 0, 0
97, 3, 1102, 190, 59, 10, 322, 0, 0
98, 2, 1106, 181, 55, 10, 317, 0, 0
99, 3, 1101, 194, 44, 11, 299, 3, 0
100, 3, 1114, 175, 58, 9, 297, 0, 0
101, 3, 1110, 344, 220, 10, 293, 0, 0
102, 3, 1101, 183, 62, 9, 306, 0, 0
103, 3, 1098, 187, 43, 11, 290, 5, 0
104, 3, 1100, 191, 41, 12, 282, 1, 0
105, 3, 1096, 197, 52, 11, 283, 0, 0
106, 3, 1087, 194, 41, 11, 280, 6, 0
107, 3, 1103, 350, 220, 10, 276, 0, 0
108, 3, 1116, 175, 56, 10, 285, 4, 0
109, 1, 1103, 190, 61, 10, 271, 0, 0
110, 3, 1082, 354, 225, 11, 265, 0, 0
111, 3, 1106, 188, 58, 10, 267, 1, 0
112, 3, 1089, 209, 60, 10, 277, 2, 0
113, 3, 1073, 325, 212, 10, 265, 0, 0
114, 3, 1110, 339, 223, 11, 265, 0, 0
115, 3, 1080, 206, 69, 10, 275, 0, 0
116, 3, 1087, 369, 223, 10, 262, 1, 0
117, 3, 1083, 210, 58, 10, 265, 9, 0
118, 3, 1102, 180, 44, 11, 266, 20, 0
119, 3, 1100, 341, 241, 10, 260, 0, 0
120, 3, 1095, 361, 220, 11, 248, 0, 0
121, 3, 1093, 194, 48, 11, 257, 4, 0
122, 3, 1102, 355, 229, 10, 252, 1, 0
123, 3, 1102, 184, 53, 11, 258, 3, 0
124, 3, 1081, 207, 66, 11, 253, 0, 0
125, 3, 1079, 348, 215, 10, 245, 0, 0
126, 2, 1107, 338, 218, 10, 253, 0, 0
127, 3, 1100, 189, 63, 11, 263, 0, 0
128, 3, 1094, 302, 194, 10, 264, 3, 0
129, 3, 1103, 189, 50, 11, 249, 9, 0
130, 3, 1095, 190, 64, 11, 255, 0, 0
131, 3, 1087, 205, 58, 10, 260, 2, 0
132, 3, 1131, 177, 60, 10, 229, 0, 0
133, 3, 1114, 167, 47, 10, 251, 6, 0
134, 3, 1104, 338, 224, 10, 245, 0, 0
135, 3, 1105, 187, 56, 9, 250, 10, 0
136, 3, 1108, 180, 62, 11, 249, 0, 0
137, 3, 1096, 196, 54, 9, 243, 0, 0
138, 3, 1095, 198, 56, 10, 246, 0, 0
139, 3, 1105, 188, 61, 10, 243, 0, 0
140, 3, 1092, 368, 228, 10, 253, 0, 0
141, 3, 1102, 190, 58, 10, 251, 3, 0
142, 3, 1097, 197, 62, 10, 243, 0, 0
143, 3, 1101, 188, 59, 9, 241, 0, 0
144, 3, 1106, 184, 47, 11, 241, 2, 0
145, 3, 1103, 190, 59, 11, 252, 4, 0
146, 3, 1100, 350, 221, 10, 241, 0, 0
147, 3, 1098, 204, 59, 11, 244, 0, 0
148, 3, 1107, 183, 63, 11, 245, 0, 0
149, 3, 1111, 183, 53, 10, 237, 0, 0
150, 3, 1117, 175, 59, 10, 240, 0, 0
151, 3, 1062, 225, 42, 11, 242, 2, 0
152, 3, 1105, 357, 221, 10, 261, 4, 0
153, 3, 1113, 178, 42, 11, 318, 1, 0
154, 3, 1105, 191, 60, 10, 299, 0, 0
155, 3, 1104, 188, 53, 10, 298, 0, 0
156, 3, 1095, 197, 46, 11, 289, 9, 0
157, 3, 1100, 194, 37, 11, 292, 11, 0
158, 3, 1116, 340, 174, 11, 287, 29, 0
159, 3, 1105, 187, 51, 11, 290, 0, 0
160, 3, 1100, 195, 29, 11, 286, 29, 0
161, 3, 1104, 187, 43, 10, 272, 4, 0
162, 3, 1089, 200, 58, 10, 278, 0, 0
163, 3, 1106, 188, 55, 10, 267, 0, 0
164, 3, 1112, 333, 200, 12, 266, 6, 0
165, 3, 1098, 190, 41, 11, 270, 1, 0
166, 3, 1091, 201, 56, 11, 271, 0, 0
167, 3, 1111, 183, 41, 12, 257, 3, 0
168, 3, 1096, 194, 43, 12, 264, 0, 0
169, 3, 1101, 187, 41, 11, 264, 1, 0
170, 3, 1086, 358, 195, 12, 257, 1, 0
171, 3, 1096, 198, 41, 11, 252, 1, 0
172, 3, 1112, 178, 45, 12, 257, 1, 0
173, 3, 1103, 188, 43, 11, 251, 1, 0
174, 3, 1101, 188, 42, 12, 249, 2, 0
175, 3, 1115, 175, 50, 11, 247, 1, 0
176, 3, 1107, 335, 196, 13, 242, 4, 0
177, 3, 1086, 198, 71, 11, 280, 0, 0
178, 3, 1105, 183, 78, 10, 297, 1, 0
179, 3, 1076, 314, 196, 10, 275, 1, 0
180, 3, 1103, 185, 81, 10, 258, 2, 0
181, 3, 1091, 199, 59, 11, 289, 2, 0
182, 3, 1080, 265, 167, 11, 260, 14, 0
183, 3, 1080, 326, 221, 11, 259, 10, 0
184, 3, 1150, 187, 76, 11, 192, 0, 0
185, 3, 1125, 282, 164, 10, 167, 12, 0
186, 3, 1144, 197, 77, 9, 157, 2, 0
187, 3, 1170, 179, 68, 10, 161, 0, 0
188, 1, 1310, 179, 65, 10, 164, 6, 0
189, 3, 1092, 198, 80, 9, 269, 2, 0
190, 3, 1097, 182, 75, 10, 258, 3, 0
191, 3, 1071, 339, 226, 10, 238, 4, 0
192, 3, 1094, 186, 68, 10, 255, 1, 0
193, 3, 1094, 189, 62, 10, 242, 7, 0
194, 3, 1091, 292, 199, 11, 231, 0, 0
195, 3, 1100, 182, 73, 9, 222, 0, 0
196, 3, 1088, 204, 65, 10, 223, 1, 0
197, 3, 1071, 296, 176, 10, 215, 15, 0
198, 3, 1080, 328, 219, 11, 222, 13, 0
199, 3, 1080, 197, 75, 10, 216, 0, 0
200, 3, 1080, 297, 190, 10, 211, 19, 0
201, 3, 1090, 185, 77, 10, 220, 2, 0
202, 3, 1093, 190, 74, 9, 217, 0, 0
203, 3, 1130, 312, 207, 11, 160, 0, 0
204, 3, 1135, 221, 95, 10, 123, 2, 0
205, 3, 1169, 180, 66, 11, 149, 10, 0
206, 3, 1154, 300, 198, 10, 149, 1, 0
